attraction_name,attraction_address,zip_code,attraction_rating,attraction_n_reviews,attraction_url,description,top_review,ID
Bally’s Evansville Casino & Hotel,"421 NW Riverside Dr, Evansville, IN 47708-1047",47708,3,433,https://www.tripadvisor.com/Attraction_Review-g37093-d4014245-Reviews-Bally_s_Evansville_Casino_Hotel-Evansville_Indiana.html,Bally’s Evansville Casino & Hotel,The motel is so outdated. The rooms are not nice and clean. The carpet is absolutely nasty and faded. I will not be staying at the hotel again. ,3103
Blush Ultra Lounge,"615 NW Riverside Dr, Evansville, IN 47708-1051",47708,3,5,https://www.tripadvisor.com/Attraction_Review-g37093-d6522676-Reviews-Blush_Ultra_Lounge-Evansville_Indiana.html,Blush Ultra Lounge,"Dinner menu is very limited. What they make is good, but too limited. Given the choice, I'd call for delivery.",3324
Willard Library,"21 N 1st Ave, Evansville, IN 47710-1294",47710,4.5,97,https://www.tripadvisor.com/Attraction_Review-g37093-d3189968-Reviews-Willard_Library-Evansville_Indiana.html,Willard Library,"Oh, my goodness, what a SPECTACULAR building!  I could have spent another hour there and would love to go back to do just that.  On top of it all, the staff (4 to whom I spoke) were SO friendly, and one could hardly contain herself about how much she loved her job.  It was the highlight of my visit to Evansville.",185
Garvin Park,"1600 North Main Street, Evansville, IN 47710",47710,4,19,https://www.tripadvisor.com/Attraction_Review-g37093-d10754082-Reviews-Garvin_Park-Evansville_Indiana.html,Garvin Park,"Had lunch at a picnic table in the Park. Very nice and relaxing ,watched the Squriles play,Ducks swim,Biers Fly around.",554
Walther's Golf & Fun,"2301 N 1st Ave, Evansville, IN 47710-2953",47710,4.5,50,https://www.tripadvisor.com/Attraction_Review-g37093-d4602419-Reviews-Walther_s_Golf_Fun-Evansville_Indiana.html,"Walther's Golf & Fun hosts 18 holes of outdoor Mini Golf, 14 holes of Indoor Mini Golf, Lazer Tag, Mini Bowling, Arcade, Golf Driving Range and a Cafe. We have something FUN for EVERYONE!!!",,645
Seek and Find Consignments,"4512 N 1st Ave, Evansville, IN 47710-3624",47710,5,2,https://www.tripadvisor.com/Attraction_Review-g37093-d7006786-Reviews-Seek_and_Find_Consignments-Evansville_Indiana.html,"Exceptional Furniture and Accessory Consignment from only the best homes in Southwestern Indiana, Western Kentucky and Southern Illinois. Over 4000 consignors provide quality home furnishings. Approximately 2000 items arriving weekly. SeekandFind is located in the North Park Shopping Center. Follow us on Facebook SEEKANDFIND to see the quality of merchandise available.","The largw, clean showroom is always loaded with unique, one of a kind collectibles, furniture, household goods and knick knacks.  Always top of the line.  No junk here.  If you dont find what you are looking for just wait a day or two.  The inventory changes almost daily.  They are super fair with their consignors too.",2576
Rick's 718,"718 N 3rd Ave, Evansville, IN 47710-1502",47710,5,3,https://www.tripadvisor.com/Attraction_Review-g37093-d5831364-Reviews-Rick_s_718-Evansville_Indiana.html,Rick's 718,As always the food is excellent and the service is always the best. This bar offers smoking which is rare in Evansville. They have Bike night once a week in the warmer months and have door prizes and good music. They have an outdoor seating area that is very relaxing,2648
Bosse Field,"23 Don Mattingly Way, Evansville, IN 47711-3000",47711,4.5,151,https://www.tripadvisor.com/Attraction_Review-g37093-d7274518-Reviews-Bosse_Field-Evansville_Indiana.html,Bosse Field,I have to differ with some of the current reviews about the quality of baseball played by the frontier league. i took 2 of my grandsons recently on opening day. they are 6& 8 the field was in very good condition the grandstands looked the same as 50 years ago.the entertainment they provide was at a high  level. we had a great time & will go back. I encourage others to support the program,194
Wesselman Woods Nature Center,"551 N Boeke Rd, Evansville, IN 47711-5923",47711,4.5,75,https://www.tripadvisor.com/Attraction_Review-g37093-d4293663-Reviews-Wesselman_Woods_Nature_Center-Evansville_Indiana.html,"Hi Suze -  Please know that the decision to charge admission was not entered into lightly and was done with much thought.  We have options in place that will allow anyone who faces a financial burden to visit to still come, including a family pass which can be checked out from any EVPL with a Evansville Library Card. Charging admission helps us keep up with the costs of running and maintaining of the trails, preserve and nature center and to fund the educational outreach programs and conservation efforts.   
The best deal for families is our Family Membership, which is only $40.  One benefit of membership is no admission fee for an entire year.  This spring, we opened our interactive interpretive center which will add to the quality of a visit. In 2017, we will be opening our Nature Playscape. This play area is unlike anything seen in this area. With a membership, you also get discounts on Canoe trips, camps, children & adult programming, free admission to many special events and discounts on others, and reciprocal memberships to Nature Centers across the country.

",This is basically a nice place to walk unless you are into botany. Good walking trail and during non-COVID times a visitor center that will answer your questions. In the middle of the city so not very large but if you are looking for a green place to hike this is Evansville's Central Park.,354
St Paul's Lutheran Church,"100 E Michigan St, Evansville, IN 47711-5493",47711,4.5,7,https://www.tripadvisor.com/Attraction_Review-g37093-d10766598-Reviews-St_Paul_s_Lutheran_Church-Evansville_Indiana.html,St Paul's Lutheran Church,"Not really an attraction to go see. This is just a church downtown in Evansville. Interesting architecture but not a ""must-see"" attraction in this town. I think in an area hurting for something to see this was added.",848
Escape Evansville,"600 N Weinbach Ave Suite 940, Evansville, IN 47711-5909",47711,4.5,18,https://www.tripadvisor.com/Attraction_Review-g37093-d10064797-Reviews-Escape_Evansville-Evansville_Indiana.html,"The craze that’s sweeping the nation is now in Evansville! Each Escape Room is a real‑life brain teaser for a small group — you and your team will be locked in a room where you’ll need to solve puzzles, find clues and crack codes in order to escape. You have one goal: work together and escape the room in under 1 hour!",NOT FAMILY FRIENDLY!!!!!!,1684
Optimal Escape,"2425 Highway 41 N Suite 130, Evansville, IN 47711",47711,5,21,https://www.tripadvisor.com/Attraction_Review-g37093-d13197316-Reviews-Optimal_Escape-Evansville_Indiana.html,"We're Optimal Escape Evansville, and we've been an entertainer in Evansville, IN, since 2017. We offer a wide selection of services, including virtual reality rooms, traditional escape rooms, and printable rooms. All of our bookings are private, so you will never have to worry about being put with another group or playing with strangers. Please print and sign the waiver attached to our website for your next private booking. We're looking forward to partnering with Evansville consumers to continue to provide a premier experience. We would like to personally invite you to contact us for your reservations, today!",,1767
Swonder Ice Arena,"209 N Boeke Rd, Evansville, IN 47711-6017",47711,5,5,https://www.tripadvisor.com/Attraction_Review-g37093-d7917420-Reviews-Swonder_Ice_Arena-Evansville_Indiana.html,Swonder Ice Arena,"We had so much fun.  The facility is super nice and clean.  We rented a party room and had a Groupon.  No problem either way. Employees were helpful, friendly and knowledgeable.",2022
"Mines & Finds Jewerly, Etc.","619 N Main St, Evansville, IN 47711-5421",47711,5,5,https://www.tripadvisor.com/Attraction_Review-g37093-d6440819-Reviews-Mines_Finds_Jewerly_Etc-Evansville_Indiana.html,"Unique jewelry of all kinds from antique to custom made. Gems and minerals, rare antiques, & art workshops.",Loved the variety and unique jewelry. Very pleasant visit and took a great stained glass mosaic birdhouse class.  Will definitely shop there again. Something for everyone and so different from any other store that I've seen.,2314
Oak Hill Cemetery And Arboretum,"1400 E Virginia St, Evansville, IN 47711-5766",47711,4,2,https://www.tripadvisor.com/Attraction_Review-g37093-d23754083-Reviews-Oak_Hill_Cemetery_And_Arboretum-Evansville_Indiana.html,Oak Hill Cemetery And Arboretum,"Oak Hill is actually on a huge hill - very aptly named.  It is a working cemetery, meaning that folks can still get buried there to this day.  There are burials from the early 1800's through today as well.  The Civil War burials are especially noteworthy - both Union and Confederate.  Park near the office building and just explore a bit - you'll be in awe.",2553
Comic Quest,"2260 E Morgan Ave, Evansville, IN 47711-4314",47711,5,2,https://www.tripadvisor.com/Attraction_Review-g37093-d10499668-Reviews-Comic_Quest-Evansville_Indiana.html,Comic Quest,"I've been going here for roughly 5 years because of their Pokemon night on Friday's. You don't have to play card games or board games either, you can just go and hang out with friends. They sell statues to small little custom cards. I've played Magic: The Gathering, Pokemon, and Dungeons and Dragons. Love it!",2655
Thunderbolt Pass Golf Course,"6901 Petersburg Rd, Evansville, IN 47711-1735",47711,5,1,https://www.tripadvisor.com/Attraction_Review-g37093-d15611173-Reviews-Thunderbolt_Pass_Golf_Course-Evansville_Indiana.html,"Thunderbolt Pass is an 18 Hole championship golf course located on the North Side of Evansville, across highway 41 from Evansville Regional Airport. Built in 1974 by Evansville native PGA Tour player Bob Hamilton, Thunderbolt Pass spans across 120 acres of maintained turf. Whether you are just learning the ropes, an experienced weekend warrior or somewhere in between - Thunderbolt Pass GC will off",Great straight forward course.  Great practice area.  Great for low experience golfers.,2747
Doc's,"1305 Stringtown Rd, Evansville, IN 47711-4657",47711,5,1,https://www.tripadvisor.com/Attraction_Review-g37093-d5835181-Reviews-Doc_s-Evansville_Indiana.html,Doc's,The catfish bites are delicious!!! Friday night special is their large three topping pizza for $10.00. Great value and tastes pretty good.  Very nice neighborhood bar. ,2896
Bob's International Lounge,"907 N Fares Ave, Evansville, IN 47711-5233",47711,5,1,https://www.tripadvisor.com/Attraction_Review-g37093-d5839174-Reviews-Bob_s_International_Lounge-Evansville_Indiana.html,Bob's International Lounge,"Best pool tables in town, local environment feel, super good food. And the best part is the affordable drinks and food . Smoking is allowed there though ",3152
Burdette Park,"5301 Nurrenbern Rd, Evansville, IN 47712-9368",47712,4,95,https://www.tripadvisor.com/Attraction_Review-g37093-d2290568-Reviews-Burdette_Park-Evansville_Indiana.html,Burdette Park,"Could not believe every thing that is offered at this park.  Attended a wedding at the Lodge, was so impressed at the great venue for large gatherings.  Swimming pools, camping, tennis, ponds, picnicking, basketball, and there were roads we did not go down.  A beautiful park!",345
"Gerst Haus Evansville, Indiana","2100 W Franklin St, Evansville, IN 47712-5115",47712,4.5,52,https://www.tripadvisor.com/Attraction_Review-g37093-d5844832-Reviews-Gerst_Haus_Evansville_Indiana-Evansville_Indiana.html,"Gerst Haus Evansville, Indiana",Good food and have a family atmosphere. I got the Hungarian chicken and it was delicious. Trying different things can become you’re new favorites. The only downside is we have to wait for a long time for a food but other than tha it was very good.,646
Winzerwald Winery,"2021 W Franklin St, Evansville, IN 47712-5112",47712,5,11,https://www.tripadvisor.com/Attraction_Review-g37093-d8059739-Reviews-Winzerwald_Winery-Evansville_Indiana.html,The Evansville Tasting Room is permanently closed. Please join us at the main winery...an expansion is planned to open in mid 2018.,Amount and number of wine tasting samples was very generous for the price. Amanda provided us with excellent service and answered all our many questions about the vineyard.,807
Schon Boutique,"2015 W Franklin St, Evansville, IN 47712-5112",47712,5,2,https://www.tripadvisor.com/Attraction_Review-g37093-d9785803-Reviews-Schon_Boutique-Evansville_Indiana.html,Schon Boutique is an upscale ladies fashion boutique located on historic Franklin Street on Evansville's Westside.,,2469
Sportsman's Grille & Billiards,"2315 W Franklin St, Evansville, IN 47712-5118",47712,3.5,7,https://www.tripadvisor.com/Attraction_Review-g37093-d5847602-Reviews-Sportsman_s_Grille_Billiards-Evansville_Indiana.html,Sportsman's Grille & Billiards,Sportsman’s  is a fun place to shoot some pool and to grab a beer. They offer a nice lunch menu as well. A popular place with the younger crowd on the weekends.,2618
Franklin Lanes,"1801 W Franklin St, Evansville, IN 47712-5188",47712,5,1,https://www.tripadvisor.com/Attraction_Review-g37093-d14982016-Reviews-Franklin_Lanes-Evansville_Indiana.html,Franklin Lanes,The wife and me love to go bowling here. The lanes are nice with no problems. The staff here are very nice and the prices a reasonable. Would highly recommend to anyone. ,2821
To The Point Therapeutic Massage,"2305 W Franklin St, Evansville, IN 47712-5118",47712,5,1,https://www.tripadvisor.com/Attraction_Review-g37093-d19103598-Reviews-To_The_Point_Therapeutic_Massage-Evansville_Indiana.html,To The Point Therapeutic Massage,"Whether you are in town for business or pleasure, call and make an appointment.  Unlike most massage places that you are used to, they know all types of massage techniques that are so often skipped over.  If you have any type of sports injury, chronic pain, other medical issue, or maybe you just need to unwind, these are the people to see.  Carl and his team are professional, polite and well worth the visit. You will leave feeling revitalized and relaxed like never before.",2884
Thyme in the Kitchen,"2308 W Franklin St, Evansville, IN 47712-5161",47712,5,1,https://www.tripadvisor.com/Attraction_Review-g37093-d9564141-Reviews-Thyme_in_the_Kitchen-Evansville_Indiana.html,Thyme in the Kitchen,"We had a team building experience with my colleagues of the office. We cook together a start, main and desert dishes for the whole group. We have fun as we prepared super delicious dishes customized to our taste. The instructors were super clear and relaxed. We had a wine paring as well. I recommend this place to plan a private event for family and or friends as well.",2926
AMC Evansville 16,"5600 Pearl Dr, Evansville, IN 47712-8114",47712,3.5,6,https://www.tripadvisor.com/Attraction_Review-g37093-d15122876-Reviews-AMC_Evansville_16-Evansville_Indiana.html,AMC Evansville 16,"Terrible experience.  The air conditioning was broken. Only one drink station worked, and tge bathrooms and theatre were appallingly filthy.",3044
"Evansville Museum of Arts, History & Science","411 SE Riverside Dr, Evansville, IN 47713-1037",47713,4.5,147,https://www.tripadvisor.com/Attraction_Review-g37093-d2243698-Reviews-Evansville_Museum_of_Arts_History_Science-Evansville_Indiana.html,"Museum admission is $12 for Adults and $8 for Youth 4-17 and includes a ticket to the Koch Immersive Theater and Planetarium, our giant screen domed theater. Children 3 and younger, admission on the third Friday each month and ASTC Travel Passport Members are always free! The Evansville Museum is one of Southwestern Indiana's oldest and most respected cultural institutions. We are a general museum of art, history and science . Also on our campus is the Evansville Museum Transportation Center, featuring Southern Indiana transportation artifacts from the late 19th through the mid-20th centuries.","When we visited the museum recently, it had been about 15 years since the last time I had been. Honestly, it didn't feel like much had changed. I often found myself enjoying it only for nostalgic reasons, but nothing honestly persuaded me to invest into becoming a member. The exhibits and art seemed quite run of the mill and the planetarium experience (""Space Next"") reminded me an outdated CGI movie that went on too long. The two employees (volunteers?) at the cash register in the gift shop talked among themselves while I stood there patiently and never responded when I said ""thank you"" several times, which was just awkward and made me feel like a bother. Maybe I'll try again in another 15 years.",224
Reitz Home Museum,"112 Chestnut St, Evansville, IN 47713-1024",47713,4.5,61,https://www.tripadvisor.com/Attraction_Review-g37093-d5039760-Reviews-Reitz_Home_Museum-Evansville_Indiana.html,Reitz Home Museum,,329
Evansville Brewhouse,"56 Adams Ave, Evansville, IN 47713-1310",47713,4.5,9,https://www.tripadvisor.com/Attraction_Review-g37093-d10519854-Reviews-Evansville_Brewhouse-Evansville_Indiana.html,Evansville Brewhouse,,819
Mo's House,"1114 Parrett St, Evansville, IN 47713-1344",47713,5,8,https://www.tripadvisor.com/Attraction_Review-g37093-d12415891-Reviews-Mo_s_House-Evansville_Indiana.html,Mo's House,,1980
Bokeh Lounge,"1007 Parrett St, Evansville, IN 47713-1341",47713,3.5,14,https://www.tripadvisor.com/Attraction_Review-g37093-d8121643-Reviews-Bokeh_Lounge-Evansville_Indiana.html,Bokeh Lounge,"Heard great things about this place but when my food arrived it was cold and there was a cockroach on my meat!!! Asked to see the chef whose name was Cece and she actually accused us of putting it there ourselves. She shouted and was so rude. Disgusting attitude, avoid at all costs!",2241
Pigeon Creek Greenway Passage,"401 SE Riverside Dr, Evansville, IN 47713-1037",47713,4,2,https://www.tripadvisor.com/Attraction_Review-g37093-d23754088-Reviews-Pigeon_Creek_Greenway_Passage-Evansville_Indiana.html,Pigeon Creek Greenway Passage,Ran into a meth head on some kind of weird trip out there.  It was a little concerning.  No police presence on the trail whatsoever.,2683
Bella Terra Organic Spa and Shoppe,"1039 S Weinbach Ave, Evansville, IN 47714-2933",47714,5,1,https://www.tripadvisor.com/Attraction_Review-g37093-d12544790-Reviews-Bella_Terra_Organic_Spa_and_Shoppe-Evansville_Indiana.html,"We are a boutique spa located in Evansville, IN. We offer massage, facial treatments, pedicures/manicures, body scrubs/wraps, and more. We use only all natural and organic products for our spa services. We have handcrafted, chemical and preservative-free bath and body products available for purchase in our shoppe, along with other charming gifts and accessories.",,2849
River City Recreation,"1050 S. Steinbach ave, Evansville, IN 47714",47714,5,1,https://www.tripadvisor.com/Attraction_Review-g37093-d13361997-Reviews-River_City_Recreation-Evansville_Indiana.html,River City Recreation,1st. It is on Weinbach not Steinbach. Nice lanes. The place is very clean and the staff here are extremely nice. There is a small bar named Legend if you wish to get a drink. The bartender there Brian is a pretty cool guy. Nice cozy place to visit. ,2905
Riverside Antique Mall,"1205 E Riverside Dr, Evansville, IN 47714-4148",47714,3,1,https://www.tripadvisor.com/Attraction_Review-g37093-d23462358-Reviews-Riverside_Antique_Mall-Evansville_Indiana.html,"Riverside Antique Mall, located in Evansville, IN, is the premier antique mall serving Vanderburgh, Gibson and Warrick counties and surrounding areas since 2001. Our inventory is ever-changing and includes memorabilia, furniture, paintings, clothing, jewelry, decor, glassware and much more. For your next shopping spree, visit Riverside Antique Mall in Evansville today!","Have visited this mall many times in past years. Stopped in this past weekend and was very disappointed. Many more ""rummage sale"" items and prices are very high. Always looked forward to coming here but probably not interested in coming back. Many vendors just want to display their items and try to hit a ""home run"" on every item",2978
Angel Mounds State Historic Site,"8215 Pollack Ave, Evansville, IN 47715-6231",47715,4,126,https://www.tripadvisor.com/Attraction_Review-g37093-d1918421-Reviews-Angel_Mounds_State_Historic_Site-Evansville_Indiana.html,"Immerse yourself in 1,000-year-old Native American culture at this incredibly well-preserved, 600-acre site, featuring earthen mounds built by a Mississippian society. This location is part of the Indiana State Museum and Historic Sites, a statewide museum system with 12 locations.","We tired to add this to a day when we had done something else and I will say if you wanna walk it go on a day when this will be the only thing you are doing. We walked out to the main mound but honestly we were so tired we couldnt go further. The museum has a lot of information on the site also. It does have days its closes check the website and plan accordingly. They do have free parking, the have a small gift shop and its mostly outside so plan for that also.",382
Sky Zone Trampoline Park,"49 N Green River Rd, Evansville, IN 47715-2401",47715,5,38,https://www.tripadvisor.com/Attraction_Review-g37093-d7007811-Reviews-Sky_Zone_Trampoline_Park-Evansville_Indiana.html,Sky Zone Trampoline Park,,488
Washington Square Mall,"5011 Washington Ave Ste 1, Evansville, IN 47715-4861",47715,2,17,https://www.tripadvisor.com/Attraction_Review-g37093-d7997523-Reviews-Washington_Square_Mall-Evansville_Indiana.html,Washington Square Mall,"It is visually interesting as the mall is stuck in the past and it’s fascinating to see the old store fronts and other features. However there are really no stores left… just random businesses and doctor offices. People go to walk, but lately it has started smelling bad, like mold.",743
The Rumjahn Gallery and Framery,"5901 Vogel Rd, Evansville, IN 47715-4020",47715,5,5,https://www.tripadvisor.com/Attraction_Review-g37093-d12581127-Reviews-The_Rumjahn_Gallery_and_Framery-Evansville_Indiana.html,"The Rumjahn Gallery is Evansville's largest art gallery, featuring original art from around the country. Acrylics, oils, watercolors, pottery, jewelry and other unique art, we will have that special something to make your trip memorable. We offer custom framing, and will ship directly to your home.","The Rumjahn Gallery is a breathtaking place to visit.  A wonderful contribution to the expansion of the art community in Evansville, Rumjahn is a must see gallery! ",1036
Plaid & Timber Axe Throwing,"2710 Eastside Park Rd, Evansville, IN 47715-8527",47715,5,11,https://www.tripadvisor.com/Attraction_Review-g37093-d20253977-Reviews-Plaid_Timber_Axe_Throwing-Evansville_Indiana.html,Plaid & Timber Axe Throwing,,1642
Gattitown Evansville Indiana Pizza & Family Entertainment Center,"316 N Green River Rd, Evansville, IN 47715-2408",47715,4,110,https://www.tripadvisor.com/Attraction_Review-g37093-d1840282-Reviews-Gattitown_Evansville_Indiana_Pizza_Family_Entertainment_Center-Evansville_Indiana.html,"Gattis pizza has only the best ingredients.Only the best flavor, service, value and best family entertainment since 1969. Our Midway is a fun-lovers paradise with countless family-friendly games--spanning over 6000 sq ft. Gattitown provides the ultimate birthday with simple online party booking.","Dined here on a Thursday with a friend. We enjoy the salad bar and they happily made us a pizza upon request. Additionally, I enjoyed the chicken noodle soup that they were offering on this day. For the price and all of the food choices, you just can’t beat the Gattitown lunch.",1772
Vertical eXcape Climbing Center,"1315 N Royal Ave, Evansville, IN 47715-7823",47715,5,7,https://www.tripadvisor.com/Attraction_Review-g37093-d8048010-Reviews-Vertical_eXcape_Climbing_Center-Evansville_Indiana.html,"With 12,000 square feet of indoor climbing surface, Vertical eXcape is the best way to get a taste of the great outdoors without having to travel hours away. VX offers over 40 climbing stations, which vary in difficulty from beginner to advanced. From hosting birthday parties to guiding outdoor climbing trips, VX has something for everyone!",,2046
Camilla’s Closet,"1330 N Green River Rd, Evansville, IN 47715-2427",47715,4,5,https://www.tripadvisor.com/Attraction_Review-g37093-d17654981-Reviews-Camilla_s_Closet-Evansville_Indiana.html,Camilla’s Closet,I shop online because I do not live local. I enjoying watching the live shows on Facebook. The items I have purchased are good quality and a great value. A great place to shop for high quality consignment items.,2167
Deep Blue Indoor Play,"6301 Old Boonville Highway, Evansville, IN 47715",47715,5,2,https://www.tripadvisor.com/Attraction_Review-g37093-d26652519-Reviews-Deep_Blue_Indoor_Play-Evansville_Indiana.html,"Deep Blue Indoor Play is the area’s most exciting, indoor playground! This 15,000 sq ft facility brings to life a space for imaginative fun with an under the sea feeling for adventure goers of all ages! As a local family owned business, it is our pleasure to bring to you a family friendly, safe atmosphere that supports healthy play for children of all ages and abilities. Deep Blue Indoor Play is conveniently located on Evansville’s east side near the intersection of Burkhardt Road and Old Boonville Highway. We are open 5 days a week and offer unlimited, continuous play for one low price without any hidden sock fees. We put a little extra splash in everyday play so come party, play, and climb with us under the sea!","Deep Blue Indoor Play is a great space for children of all ages. With slides, rock climbing, and so much more!! Their concessions stands serves not only delicious snacks, but pizzas, chicken nuggets, and mac and cheese. They have many drink options and will even offer you a free cone cup of water if needed. The building is very clean, and the staff is kind and welcoming to each individual not only when they enter but also all throughout the day. 100% recommend.",2179
Evansville Power Yoga,"4814 Tippecanoe Dr, Evansville, IN 47715-3234",47715,5,3,https://www.tripadvisor.com/Attraction_Review-g37093-d12953607-Reviews-Evansville_Power_Yoga-Evansville_Indiana.html,Evansville Power Yoga,This is my yoga home and the instructors meet you where you are in your yoga journey. I started almost 8 years ago with NO knowledge of yoga and now it is my go-to thanks to Mark and the staff.,2237
Mojo's BoneYard,"4920 Bellemeade Ave, Evansville, IN 47715-4130",47715,4,6,https://www.tripadvisor.com/Attraction_Review-g37093-d5841946-Reviews-Mojo_s_BoneYard-Evansville_Indiana.html,Mojo's BoneYard,If the owner had to run the place it would take a nose dive he’s the most u pleasant person we have ever felt with loosing his account has been a blessing ….,2346
Stephen Libs,"6225 Vogel Rd, Evansville, IN 47715-4033",47715,5,2,https://www.tripadvisor.com/Attraction_Review-g37093-d12971599-Reviews-Stephen_Libs-Evansville_Indiana.html,Stephen Libs,,2395
Molly's Upscale Consignment Boutique,"5600 E Virginia St, Evansville, IN 47715-2657",47715,5,1,https://www.tripadvisor.com/Attraction_Review-g37093-d23859423-Reviews-Molly_s_Upscale_Consignment_Boutique-Evansville_Indiana.html,"Welcome to Molly's Upscale Consignment Boutique, a premier consignment shop in Evansville, IN. We handle women's designer items from all over the world, including designer purses, jewelry, designer clothing, and more. We strive to make shopping easier by providing a great selection and customer service. Our staff is knowledgeable and helpful, making sure each customer feels special and at home. Since 2005, we've taken great pride in providing our customers throughout Evansville and the surrounding areas with high-quality items at great prices. Whether you're looking for something special or just want to update your wardrobe, Molly's Upscale Consignment Boutique has something for everyone. Visit us today to find the perfect item to add to your wardrobe!","Love the staff at Mollys! So helpful! Great selection of designer purses, jewelry, clothing, and much more! 10/10 recommend :)",2424
Single Thread Boutique,"1211 Tutor Ln Suite H, Evansville, IN 47715-9115",47715,4.5,3,https://www.tripadvisor.com/Attraction_Review-g37093-d6482200-Reviews-Single_Thread_Boutique-Evansville_Indiana.html,"STB is a women's and men's boutique that offers speciality clothing that is both unique and affordable! With the average price point at $35-$40, you can find everything from clothing, shoes, accessories, candles and more!",,2543
Arc Lanes,"4901 Monroe Ave, Evansville, IN 47715-4919",47715,3.5,6,https://www.tripadvisor.com/Attraction_Review-g37093-d10502264-Reviews-Arc_Lanes-Evansville_Indiana.html,Arc Lanes,"Visted with our 4-year old little. Bowling is usually a great experience for out little. This time not so much. Counter staff was nice but didn't offer any information on specials or promotions. Less than half the lanes were in use, but large numbers of bowling balls on lane returns and not on racks. Searching for a lightweight ball for our little was a hunt and find project. We've been lucky in other bowling locations to have balls sorted by light, medium, and light weight. Lane set-up required either no bumpers or all players had to have bumpers. We've never ran into this limitation in the past and it was a negative for the adults in the group. After bowling, we checked out the arcade and found your standard collection. The bowling price was quite high in comparison to other locations we've visited. Just a so-so experience.",2568
Fired Up! Joe Shmoe's Art Studio,"2121 N Green River Rd, Evansville, IN 47715-2091",47715,5,1,https://www.tripadvisor.com/Attraction_Review-g37093-d13498078-Reviews-Fired_Up_Joe_Shmoe_s_Art_Studio-Evansville_Indiana.html,Fired Up! Joe Shmoe's Art Studio,,2787
Nance Galleries,"662 S Green River Rd, Evansville, IN 47715-4102",47715,5,1,https://www.tripadvisor.com/Attraction_Review-g37093-d5028458-Reviews-Nance_Galleries-Evansville_Indiana.html,Nance Galleries,"I've driven by this place a million times and finally stopped.  Beautiful unique jewelry, gifts and art.  Owners and staff very friendly.  Festive holiday open house be sure to stop by.",3127
Showplace Cinemas Evansville East 20,"1801 Morgan Center Dr, Evansville, IN 47715-1984",47715,3.5,7,https://www.tripadvisor.com/Attraction_Review-g37093-d17414520-Reviews-Showplace_Cinemas_Evansville_East_20-Evansville_Indiana.html,Showplace Cinemas Evansville East 20,"My 13 year old son and his friend went to see a movie that they didn't realize was rated R. They were sold the tickets and let into the theater. After they were seated, an attendant came in and told them they would have to leave. They asked if they could have their money refunded. They were told that, no, once the tickets were torn no refunds are given.",3237
The Inflatable Fun Factory,"1424 N Green River Rd, Evansville, IN 47715-2429",47715,2,17,https://www.tripadvisor.com/Attraction_Review-g37093-d6438751-Reviews-The_Inflatable_Fun_Factory-Evansville_Indiana.html,"The Inflatable Fun Factory is the place for bouncers, bears, and birthdays. We offer Stop-N-Play all day everyday. Daily passes are $8.00/Child. Adults are always free! We offer a public inflatable arena where your children can come to spend the day. We have a full concession stand, as well as a bear stuffing center. Interested in a birthday party? Our party packages start as low as $150. Please call or stop by for details.",Awful customer service when trying to book a party for November.  Would not refund my deposit when I tried to cancel less than 12 hours later.  They said it was within 24 hours but not the same 24 hours so they couldn’t. ,3355
Mesker Park Zoo & Botanic Garden,"1545 Mesker Park Dr, Evansville, IN 47720-8224",47720,4,429,https://www.tripadvisor.com/Attraction_Review-g37093-d1915016-Reviews-Mesker_Park_Zoo_Botanic_Garden-Evansville_Indiana.html,Mesker Park Zoo & Botanic Garden,,40
The New Frontier Restaurant and Bar,"12945 Highway 57, Evansville, IN 47725-7619",47725,4,11,https://www.tripadvisor.com/Attraction_Review-g37093-d5846419-Reviews-The_New_Frontier_Restaurant_and_Bar-Evansville_Indiana.html,The New Frontier Restaurant and Bar,Grilled tenderloin sandwich was very good.  Service was good and quick.,2257
Eagle Valley Golf Course,"10350 Petersburg Rd, Evansville, IN 47725-9264",47725,3,2,https://www.tripadvisor.com/Attraction_Review-g37093-d10600932-Reviews-Eagle_Valley_Golf_Course-Evansville_Indiana.html,Eagle Valley Golf Course,"Eagle Valley Golf Course is a great public golf facility!  The Brinker's and their staff have made many unbelievable improvements and long term investments to the property over the last 2 years.  The fairways and greens are really green and healthy.  The golf course is in the best shape it has been in the last 10-15 years! Mike Reynolds, formerly of Evansville Country Club, is the Director of Golf and General Manager.  You can tell this man knows his stuff!  The staff is the best it has been and the property is starting to resemble a privately golf facility.  The practice range has Titleist NXT TOUR S range balls and is the best in the Evansville area other than Victoria National!",3002
Candles Holocaust Museum,"1532 S 3rd St, Terre Haute, IN 47802-1012",47802,5,146,https://www.tripadvisor.com/Attraction_Review-g37574-d3257957-Reviews-Candles_Holocaust_Museum-Terre_Haute_Indiana.html,Candles Holocaust Museum,Only take kids 11+. They kept mentioning Holocaust education does not start until age 11. ,32
Honey Creek Mall,"3401 S US Highway 41, Terre Haute, IN 47802-4154",47802,3.5,12,https://www.tripadvisor.com/Attraction_Review-g37574-d6109725-Reviews-Honey_Creek_Mall-Terre_Haute_Indiana.html,"Located in Terre Haute, IN, Haute City Center features American Eagle, Gap, Hollister, JCPenney, and Vendors Village. You can also grab a bite to eat at one of the many eateries.","Had some time to waste, so I decided to check out this place; great way to people watch and good mix of stores.",872
